发送电子邮件	【發】送電子郵件
在回去的路上	在【回】去的路上
是种什么感觉	是【種】什麼感覺
感染了艾滋病	感染【了】艾滋病
异曲同工之处	異【曲】【同】工之處
欣赏更多精彩	欣賞更多精【彩】
广大台湾同胞	廣大【臺】灣【同】胞
高低压开关柜	高低壓開關【櫃】
感觉到了幸福	感覺到【了】【幸】福
台湾海峡两岸	【臺】灣海峽兩岸
所以我选择了	所以我選擇【了】
中国台北选手	中國【臺】北選手
德克诺维茨基	德【克】諾維茨基
说不出话来了	說不【出】話來【了】
最后还是决定	最【後】還是決定
公布调查结果	公【佈】調查結果
应该尽量避免	應該【盡】量避免
一下子变成了	一下子變成【了】
五千年的历史	五【千】年的【歷】史
十大网络游戏	十大網絡【遊】戲
组成的代表团	組成的代【表】【團】
办公室发言人	辦公室【發】言人
保存就可以了	保存就可以【了】
登陆纳斯达克	登陸納斯達【克】
贫困大学生的	貧【困】大學生的
参议员希拉里	【參】議員希拉【里】
并不认为自己	【並】不認爲自己
就可以回家了	就可以【回】家【了】
出现什么情况	【出】現什麼情況
发展自主品牌	【發】展自主品牌
又见一帘幽梦	又見一【簾】幽夢
全党全军全国	全【黨】全軍全國
直属师范大学	直屬師【範】大學
由于工作关系	由於工作關【係】
对你情有独钟	對你情有獨【鍾】
只是我个人的	【只】是我個人的
发布医疗广告	【發】【佈】醫療廣告
控制温室气体	控【制】溫室氣體
泪水夺眶而出	淚水奪眶而【出】
伊拉克大使馆	伊拉【克】大使館
的事怎么样了	的事怎麼樣【了】
沉迷系统开发	沉迷【係】統開【發】
克里姆林宫的	【克】【里】姆林宮的
何尝不是一种	何【嘗】不是一【種】
只需要一秒钟	【只】需要一秒【鍾】
博采众家之长	博【採】眾家之長
全世界最幸福	全世界最【幸】福
开始了漫长的	開始【了】漫長的
最后还是只剩	最【後】還是【只】剩
游戏制作公司	【遊】戲【制】作公司
完成招生计划	完成招生計【劃】
据这位负责人	【據】這位負責人
只是一个方面	【只】是一個方【面】
销量同比增长	銷量【同】比增長
的时间不多了	的時間不多【了】
光学字符识别	光學字符識【別】
说好了不回头	說好【了】不【回】頭
留下了自己的	留下【了】自己的
交感神经系统	交感神經【係】統
几乎感觉不到	【幾】乎感覺不到
并不在乎自己	【並】不在乎自己
短短的几个月	短短的【幾】個月
算得了什么呢	算得【了】什麼呢
谁才是真正的	誰【才】是真正的
头也不回地走	頭也不【回】地走
必须全力以赴	必【須】全力以赴
的身份出现在	的身份【出】現在
它含有丰富的	它含有【豐】富的
抑制不住内心	抑【制】不住內心
抽象数据类型	抽象數【據】類型
稳定控制系统	穩定控【制】【係】統
皇家马德里的	皇家馬德【里】的
目的只是为了	目的【只】是爲【了】
你在干什么呀	你在【幹】什麼呀
有关人员表示	有關人員【表】示
我才恍然大悟	我【才】恍然大悟
支气管扩张症	支氣管擴張【症】
这款摩托罗拉	這款摩【托】羅拉
相关部门获悉	相關部門【獲】悉
骂人不带脏字	罵人不帶【髒】字
没有人注意到	沒有人【注】意到
在佛罗里达州	在佛羅【里】達州
采取法律行动	【採】取法律行動
嵌入式控制器	嵌入式控【制】器
只希望我能够	【只】希望我能夠
不是同一个人	不是【同】一個人
的时间过去了	的時間過去【了】
战争爆发以来	戰爭爆【發】以來
我不是很了解	我不是很【了】解
你不是要下了	你不是要下【了】
中国公民旅游	中國公民旅【遊】
俄克拉何马州	俄【克】拉何馬州
还不是很了解	還不是很【了】解
提到了嗓子眼	提到【了】嗓子眼
行政复议机构	行政【復】議機構
你是哪里的呀	你是哪【里】的呀
我的心里装着	我的心【里】裝著
为大家带来了	爲大家帶來【了】
我马上就下了	我馬上就下【了】
队伍不好带了	隊伍不好帶【了】
只是其中一个	【只】是其中一個
外汇资金境外	外【匯】資金境外
发现了新大陆	【發】現【了】新大陸
我现在才知道	我現在【才】知道
意外地发现了	意外地【發】現【了】
根据国际惯例	根【據】國際慣例
经过精心策划	經過精心策【劃】
这个物欲横流	這個物【欲】橫流
大汽车制造商	大汽車【制】造商
早已烟消云散	早已【煙】消【雲】散
数据分析系统	數【據】分析【係】統
两个截然不同	兩個截然不【同】
三步并作两步	三步【並】作兩步
在适当的时间	在適【當】的時間
再也看不到了	再也看不到【了】
了不起的事情	【了】不起的事情
最低生活标准	最低生活標【準】
就是这么回事	就是這麼【回】事
尤其值得关注	尤其值得關【注】
销售人员表示	銷售人員【表】示
有志不在年高	有【志】不在年高
表示坚决反对	【表】示堅決反對
正在采取措施	正在【採】取措施
也许若干年后	也許若【幹】年【後】
万国邮政联盟	【萬】國郵政聯盟
我并不是天生	我【並】不是天生
迅速采取行动	迅速【採】取行動
人类补完计划	人類補完計【劃】
内蒙古中西部	內【蒙】古中西部
为了他放弃了	爲【了】他放棄【了】
数据格式转换	數【據】格式轉換
好想好想回到	好想好想【回】到
从口袋里拿出	從口袋【里】拿【出】
出于什么目的	【出】於什麼目的
世乒赛团体赛	世乒賽【團】體賽
好久没有上了	好久沒有上【了】
立即采取行动	立即【採】取行動
确有悔改表现	確有悔改【表】現
浪费了宝贵的	浪費【了】寶貴的
出于什么原因	【出】於什麼原因
留下只言片语	留下【只】言片語
向记者证实了	【向】記者證實【了】
会尽最大努力	會【盡】最大努力
数据库完整性	數【據】庫完整性
狗改不了吃屎	狗改不【了】吃屎
来说也是一种	來說也是一【種】
而据记者了解	而【據】記者【了】解
做到尽善尽美	做到【盡】善【盡】美
在现场了解到	在現場【了】解到
我是真的累了	我是真的纍【了】
水生生态系统	水生生態【係】統
只能硬着头皮	【只】能硬著頭皮
付出了很大的	付【出】【了】很大的
法兰克福股市	法蘭【克】福股市
在某种情况下	在某【種】情況下
第一网络游戏	第一網絡【遊】戲
艾滋病规划署	艾滋病規【劃】署
几十年过去了	【幾】十年過去【了】
车城网友论坛	車城網友論【壇】
肺原性心脏病	肺原性心【髒】病
你吃了没有啊	你吃【了】沒有啊
生命保障系统	生命保障【係】統
吃饭了没有啊	吃飯【了】沒有啊
打电话你那里	打電話你那【里】
抱着侥幸心理	抱著僥【幸】心理
你给我发信息	你給我【發】信息
队长贝克汉姆	隊長貝【克】漢姆
蒙特塞拉特岛	【蒙】特塞拉特島
伊拉克逊尼派	伊拉【克】遜尼派
采取法律手段	【採】取法律手段
就是控制不了	就是控【制】不【了】
随时可能出现	隨時可能【出】現
出现在我眼前	【出】現在我眼前
只是说说而已	【只】是說說而已
武侠网络游戏	武俠網絡【遊】戲
台湾团结联盟	【臺】灣【團】結聯盟
只是暂时离开	【只】是暫時離開
只要有一个人	【只】要有一個人
是我最后一次	是我最【後】一次
视窗操作系统	視窗操作【係】統
两个人的幸运	兩個人的【幸】運
别想那么多了	【別】想那麼多【了】
事情已经发生	事情已經【發】生
学然后知不足	學然【後】知不足
洗得干干净净	洗得【幹】【幹】凈凈
得出这样一个	得【出】這樣一個
心里不是滋味	心【里】不是滋味
没什么意思了	沒什麼意思【了】
在伊拉克问题	在伊拉【克】問題
争得面红耳赤	爭得【面】紅耳赤
发展两国关系	【發】展兩國關【係】
大摇大摆地走	大搖大【擺】地走
小时工资标准	小時工資標【準】
你这是干什么	你這是【幹】什麼
晚上睡不着了	晚上睡不著【了】
只有一次机会	【只】有一次機會
虽然只是一个	雖然【只】是一個
我并不是一个	我【並】不是一個
共和党候选人	共和【黨】候選人
影响两国关系	影響兩國關【係】
灭菌注射用水	滅菌【注】射用水
你们怎么样了	你們怎麼樣【了】
面对即将到来	【面】對即將到來
游戏产业发展	【遊】戲產業【發】展
让人欲罢不能	讓人【欲】罷不能
只有一个宝贝	【只】有一個寶貝
参加世界杯赛	【參】加世界杯賽
平均发展速度	平均【發】展速度
吉利控股集团	吉利控股集【團】
我要走了下次	我要走【了】下次
五花马千金裘	五花馬【千】金裘
其实只是一个	其實【只】是一個
国际开发协会	國際開【發】協會
数据终端设备	數【據】終端設備
尤其引人注目	尤其引人【注】目
参加这个活动	【參】加這個活動
根本看不出来	根本看不【出】來
当地环保部门	【當】地環保部門
干打雷不下雨	【幹】打雷不下雨
参加全国统考	【參】加全國統考
开始着手准备	開始著手【準】備
边际消费倾向	邊際消費傾【向】
晚上不回去了	晚上不【回】去【了】
可以轻轻松松	可以輕輕【鬆】【鬆】
出现在她面前	【出】現在她【面】前
我也没办法了	我也沒辦法【了】
明天太阳升起	明天太陽【升】起
朋友一起出来	朋友一起【出】來
出现在屏幕上	【出】現在屏幕上
制止家庭暴力	【制】止家庭暴力
我一会就下了	我一會就下【了】
发展民族经济	【發】展民族經濟
涡轮轴发动机	渦輪軸【發】動機
心中只有一个	心中【只】有一個
数据加密密钥	數【據】加密密鑰
网络游戏企业	網絡【遊】戲企業
如果只是为了	如果【只】是爲【了】
只要曾经拥有	【只】要曾經擁有
外汇储备规模	外【匯】儲備規模
出现的可能性	【出】現的可能性
看到精彩内容	看到精【彩】內容
