与我们联系	與我們聯【係】
付出沉重的	付【出】沉重的
必须要通过	必【須】要通過
就中美关系	就中美關【係】
标准排水量	標【準】排水量
注定一辈子	【注】定一輩子
野火烧不尽	野火燒不【盡】
注定要经历	【注】定要經【歷】
召开发布会	召開【發】【佈】會
脑子里一片	腦子【里】一片
想了想还是	想【了】想還是
过了几分钟	過【了】【幾】分【鍾】
怎么做才好	怎麼做【才】好
地低下了头	地低下【了】頭
再次出现了	再次【出】現【了】
要不了多久	要不【了】多久
回心转意的	【回】心轉意的
暴发禽流感	暴【發】禽流感
了一个朋友	【了】一個朋友
因为经历了	因爲經【歷】【了】
售价分别为	售價分【別】爲
没什么收获	沒什麼收【獲】
在蓝天白云	在藍天白【雲】
把钱交出来	把錢交【出】來
回到了家乡	【回】到【了】家鄉
布什总统在	【佈】什總統在
患有心脏病	患有心【髒】病
网络游戏和	網絡【遊】戲和
团有限公司	【團】有限公司
控制不住的	控【制】不住的
选择了自己	選擇【了】自己
终于成功了	終於成功【了】
心里好开心	心【里】好開心
像一面镜子	像一【面】鏡子
仔细研究了	仔細研究【了】
了国际足联	【了】國際足聯
还有一系列	還有一【係】列
文化的象征	文化的象【徵】
花了很多钱	花【了】很多錢
的工作伙伴	的工作【夥】伴
缴获海洛因	繳【獲】海洛因
肢端肥大症	肢端肥大【症】
数据寄存器	數【據】寄存器
的台式电脑	的【臺】式電腦
得到的只是	得到的【只】是
我喜欢游戏	我喜歡【遊】戲
风尘仆仆的	風塵【僕】【僕】的
打破了场上	打破【了】場上
和同事一起	和【同】事一起
已经错过了	已經錯過【了】
想要表达的	想要【表】達的
幸福为什么	【幸】福爲什麼
相对宽松的	相對寬【鬆】的
采访了多位	【採】訪【了】多位
十几平方米	十【幾】平方米
已经明白了	已經明白【了】
当地人称为	【當】地人稱爲
付出一生的	付【出】一生的
心里总有点	心【里】總有點
不明就里的	不明就【里】的
找不到出路	找不到【出】路
并没有获得	【並】沒有【獲】得
有这种现象	有這【種】現象
天已经黑了	天已經黑【了】
可积极关注	可積極關【注】
半年时间里	半年時間【里】
中最后一个	中最【後】一個
打了个寒颤	打【了】個寒顫
以后才可以	以【後】【才】可以
遂依法作出	遂依法作【出】
爱你不后悔	愛你不【後】悔
你的眼神里	你的眼神【里】
导演迈克尔	導演邁【克】爾
程度上导致	程度上導【致】
千里寄相思	【千】【里】寄相思
获得第三名	【獲】得第三名
曲径通幽处	【曲】徑通幽處
社会在发展	社會在【發】展
里的守望者	【里】的守望者
转身离开了	轉身離開【了】
模板的名称	模【板】的名稱
得到了验证	得到【了】驗證
彻底摆脱了	徹底【擺】脫【了】
每一位同学	每一位【同】學
爱胡思乱想	愛【胡】思亂想
闻道有先后	聞道有先【後】
身边的同事	身邊的【同】事
的蓝天白云	的藍天白【雲】
向记者表达	【向】記者【表】達
只是短暂的	【只】是短暫的
从别人那里	從【別】人那【里】
的潜意识里	的潛意識【里】
参加亚运会	【參】加亞運會
空山新雨后	空山新雨【後】
可以超过了	可以超過【了】
了史无前例	【了】史無前例
的一种途径	的一【種】途徑
展开一系列	展開一【係】列
短短几十年	短短【幾】十年
一举打破了	一舉打破【了】
另一种完美	另一【種】完美
加快了脚步	加快【了】腳步
有了男朋友	有【了】男朋友
才后悔莫及	【才】【後】悔莫及
以后有时间	以【後】有時間
出生的球员	【出】生的球員
去年同期低	去年【同】期低
我都想哭了	我都想哭【了】
不引人注目	不引人【注】目
知道这里的	知道這【里】的
向外界透露	【向】外界透露
的历史高点	的【歷】史高點
都该结束了	都該結束【了】
公司公布了	公司公【佈】【了】
一种强大的	一【種】強大的
白色面包车	白色【面】包車
以后是不是	以【後】是不是
除非我死了	除非我死【了】
终于露出了	終於露【出】【了】
表达的内容	【表】達的內容
突然冒出来	突然冒【出】來
二十多年了	二十多年【了】
不同城市的	不【同】城市的
已经作出了	已經作【出】【了】
巴尔干地区	巴爾【幹】地區
人际关系上	人際關【係】上
政府了解到	政府【了】解到
当成好朋友	【當】成好朋友
销售额同比	銷售額【同】比
向记者提供	【向】記者提供
冲突的时候	【衝】突的時候
帮助伊拉克	幫助伊拉【克】
自己以后的	自己以【後】的
的爱到最后	的愛到最【後】
为什么幸福	爲什麼【幸】福
以前发生的	以前【發】生的
考出好成绩	考【出】好成績
甚至几十倍	甚至【幾】十倍
转子发动机	轉子【發】動機
遇见你之后	遇見你之【後】
感觉好多了	感覺好多【了】
这里有一些	這【里】有一些
是数不尽的	是數不【盡】的
刚刚出生的	剛剛【出】生的
伊拉克派遣	伊拉【克】派遣
出去干什么	【出】去【幹】什麼
在当天下午	在【當】天下午
在潜意识里	在潛意識【里】
从而结束了	從而結束【了】
有学者指出	有學者指【出】
尽心尽力的	【盡】心【盡】力的
打造出来的	打造【出】來的
出租车市场	【出】租車市場
未来的方向	未來的方【向】
中国致公党	中國【致】公【黨】
的专家表示	的專家【表】示
格式化数据	格式化數【據】
不足为怪了	不足爲怪【了】
因此受到了	因此受到【了】
聚集了大量	聚集【了】大量
过上幸福的	過上【幸】福的
现在好多了	現在好多【了】
最低控制线	最低控【制】線
神采飞扬的	神【採】飛揚的
专门安排了	專門安排【了】
注定了我们	【注】定【了】我們
身上散发出	身上散【發】【出】
微不足道了	微不足道【了】
是大同小异	是大【同】小異
浑身散发着	渾身散【發】著
如果爱你只	如果愛你【只】
意味着一种	意味著一【種】
参加投票的	【參】加投票的
球队历史上	球隊【歷】史上
中国出口到	中國【出】口到
成功的典范	成功的典【範】
车站派出所	車站派【出】所
合作的典范	合作的典【範】
两个人同时	兩個人【同】時
会迷失方向	會迷失方【向】
面临着来自	【面】臨著來自
看不起别人	看不起【別】人
快郁闷死了	快【鬱】悶死【了】
在市场准入	在市場【準】入
前面有一个	前【面】有一個
安全构成了	安全構成【了】
在个性签名	在個性【籖】名
比去年上升	比去年上【升】
因为只有在	因爲【只】有在
死里逃生的	死【里】逃生的
现象引起了	現象引起【了】
甚至想到了	甚至想到【了】
仪器仪表厂	儀器儀【表】廠
你在哪里了	你在哪【里】【了】
转交给别人	轉交給【別】人
的一种选择	的一【種】選擇
并没有告诉	【並】沒有告訴
一切向钱看	一切【向】錢看
有数据表明	有數【據】【表】明
遇到困难和	遇到【困】難和
平均上涨了	平均上漲【了】
面对消费者	【面】對消費者
提供了帮助	提供【了】幫助
就开始准备	就開始【準】備
上面的文字	上【面】的文字
真正的人才	真正的人【才】
快乐幸福的	快樂【幸】福的
你家在哪里	你家在哪【里】
初次见面的	初次見【面】的
不知道算了	不知道算【了】
在随后举行	在隨【後】舉行
只是想得到	【只】是想得到
人间蒸发了	人間蒸【發】【了】
对冲流动性	對【衝】流動性
一直到最后	一直到最【後】
管理人应当	管理人應【當】
参与奥运会	【參】與奧運會
什么都有了	什麼都有【了】
信用卡发卡	信用卡【發】卡
天亮以后说	天亮以【後】說
心情好多了	心情好多【了】
在上海表示	在上海【表】示
移情别恋了	移情【別】戀【了】
听证会制度	聽證會【制】度
我哭不出来	我哭不【出】來
国会参议员	國會【參】議員
那里怎么样	那【里】怎麼樣
回忆起当时	【回】憶起【當】時
抒发自己的	抒【發】自己的
成了最大的	成【了】最大的
布置的任务	【佈】置的任務
总统布什的	總統【佈】什的
之前发生的	之前【發】生的
会回心转意	會【回】心轉意
我刚才问你	我剛【才】問你
一位开发商	一位開【發】商
最终取得了	最終取得【了】
的一部分了	的一部分【了】
现在回想起	現在【回】想起
效果并不好	效果【並】不好
上出了问题	上【出】【了】問題
苍茫云海间	蒼茫【雲】海間
主席团主席	主席【團】主席
再回过头来	再【回】過頭來
惟有泪千行	惟有淚【千】行
就很难说了	就很難說【了】
推出了基于	推【出】【了】基於
只要掌握了	【只】要掌握【了】
举行一系列	舉行一【係】列
忘记了怎么	忘記【了】怎麼
色彩的搭配	色【彩】的搭配
内蒙古晨报	內【蒙】古晨報
参议院议长	【參】議院議長
渠道了解到	渠道【了】解到
个股大面积	個股大【面】積
自动关机了	自動關機【了】
了迄今为止	【了】迄今爲止
成一种习惯	成一【種】習慣
所以选择了	所以選擇【了】
就没有别的	就沒有【別】的
台湾省政府	【臺】灣省政府
一些复杂的	一些【復】雜的
代码复制到	代碼【復】【制】到
愿君多采撷	願君多【採】擷
花钱要舍得	花錢要【舍】得
玩文字游戏	玩文字【遊】戲
三万英尺的	三【萬】英尺的
系统的手机	【係】統的手機
却只有一个	卻【只】有一個
去那种地方	去那【種】地方
垂体后叶素	垂體【後】葉素
照片发给我	照片【發】給我
个截然不同	個截然不【同】
影片讲述了	影片講述【了】
你爸爸来了	你爸爸來【了】
多年以后会	多年以【後】會
投资者获得	投資者【獲】得
轻型战斗机	輕型戰【鬭】機
你可以发现	你可以【發】現
无间道风云	無間道風【雲】
五千年文化	五【千】年文化
会见了中国	會見【了】中國
怎样才算是	怎樣【才】算是
还不太了解	還不太【了】解
并不是我的	【並】不是我的
到路的尽头	到路的【盡】頭
